name,discipline,link
"NOC:Geoenvironmental Engineering (Environmental Geotechnology): Landfills, Slurry Ponds & Contaminated Sites",Civil Engineering,https://nptel.ac.in/courses/105102160
"NOC:Fire Protection, Services And Maintenance Management Of Building",Civil Engineering,https://nptel.ac.in/courses/105102176
NOC:Sustainable Materials And Green Buildings,Civil Engineering,https://nptel.ac.in/courses/105102195
NOC:Scheduling Techniques In Projects,Civil Engineering,https://nptel.ac.in/courses/105102199
NOC:Safety In Construction,Civil Engineering,https://nptel.ac.in/courses/105102206
Advanced Hydraulics,Civil Engineering,https://nptel.ac.in/courses/105103021
Construction Economics & Finance,Civil Engineering,https://nptel.ac.in/courses/105103023
Geo-Environmental Engineering,Civil Engineering,https://nptel.ac.in/courses/105103025
Ground Water Hydrology,Civil Engineering,https://nptel.ac.in/courses/105103026
Probability Methods In Civil Engineering,Civil Engineering,https://nptel.ac.in/courses/105103027
Construction Planning And Management,Civil Engineering,https://nptel.ac.in/courses/105103093
Fluid Mechanics,Civil Engineering,https://nptel.ac.in/courses/105103095
Hydraulics,Civil Engineering,https://nptel.ac.in/courses/105103096
Soil Mechanics,Civil Engineering,https://nptel.ac.in/courses/105103097
Financing Infrastructure Projects,Civil Engineering,https://nptel.ac.in/courses/105103133
Unsaturated Soil Mechanics,Civil Engineering,https://nptel.ac.in/courses/105103139
Structural Reliability,Civil Engineering,https://nptel.ac.in/courses/105103140
NOC:Higher Surveying,Civil Engineering,https://nptel.ac.in/courses/105103176
NOC:Subsurface Exploration :Importance And Techniques Involved,Civil Engineering,https://nptel.ac.in/courses/105103182
NOC:Fluid Mechanics,Civil Engineering,https://nptel.ac.in/courses/105103192
NOC:Remote Sensing And GIS,Civil Engineering,https://nptel.ac.in/courses/105103193
NOC:River Engineering,Civil Engineering,https://nptel.ac.in/courses/105103204
NOC:Municipal Solid Waste Management,Civil Engineering,https://nptel.ac.in/courses/105103205
NOC:Plates And Shells,Civil Engineering,https://nptel.ac.in/courses/105103209
NOC:Optimization Methods For Civil Engineering,Civil Engineering,https://nptel.ac.in/courses/105103210
NOC:Reliability-Based Structural Design,Civil Engineering,https://nptel.ac.in/courses/105103224
Advanced Hydrology,Civil Engineering,https://nptel.ac.in/courses/105104029
Concrete Engineering And Technology,Civil Engineering,https://nptel.ac.in/courses/105104030
Advanced Transportation Engineering,Civil Engineering,https://nptel.ac.in/courses/105104098
Environmental Air Pollution,Civil Engineering,https://nptel.ac.in/courses/105104099
Modern Surveying Techniques,Civil Engineering,https://nptel.ac.in/courses/105104100
Surveying,Civil Engineering,https://nptel.ac.in/courses/105104101
Water And Waste Water Engineering,Civil Engineering,https://nptel.ac.in/courses/105104102
Water Resources Engineering,Civil Engineering,https://nptel.ac.in/courses/105104103
NOC:Earth Sciences For Civil Engineering Part - I & II,Civil Engineering,https://nptel.ac.in/courses/105104152
NOC:Earth Sciences For Civil Engineering - Part 2,Civil Engineering,https://nptel.ac.in/courses/105104156
"NOC:Hydration, Porosity And Strength Of Cementitious Materials",Civil Engineering,https://nptel.ac.in/courses/105104157
NOC:Mechanics Of Solids,Civil Engineering,https://nptel.ac.in/courses/105104160
NOC:Principles Of Construction Management,Civil Engineering,https://nptel.ac.in/courses/105104161
NOC:Foundation Design,Civil Engineering,https://nptel.ac.in/courses/105104162
NOC:Photogeology In Terrain Evaluation,Civil Engineering,https://nptel.ac.in/courses/105104167
NOC:Photogeology In Terrain Evaluation (Part 2),Civil Engineering,https://nptel.ac.in/courses/105104177
NOC:Structural Dynamics For Civil Engineers - SDOF Systems,Civil Engineering,https://nptel.ac.in/courses/105104189
NOC:Structural Geology,Civil Engineering,https://nptel.ac.in/courses/105104191
NOC:Earthquake Geology:A Tool For Seismic Hazard Assessment,Civil Engineering,https://nptel.ac.in/courses/105104200
NOC:Introductory Field Structural Geology,Civil Engineering,https://nptel.ac.in/courses/105104216
NOC:Earth Sciences For Civil Engineering (Hindi),Civil Engineering,https://nptel.ac.in/courses/105104224
Advanced Foundation Engineering,Civil Engineering,https://nptel.ac.in/courses/105105039
Finite Element Analysis,Civil Engineering,https://nptel.ac.in/courses/105105041
Ground Water Hydrology,Civil Engineering,https://nptel.ac.in/courses/105105042
Numerical Methods In Civil Engineering,Civil Engineering,https://nptel.ac.in/courses/105105043
Probability Methods In Civil Engineering,Civil Engineering,https://nptel.ac.in/courses/105105045
Wastewater Management,Civil Engineering,https://nptel.ac.in/courses/105105048
Design Of Concrete Structures,Civil Engineering,https://nptel.ac.in/courses/105105104
Design Of Reinforced Concrete Structures,Civil Engineering,https://nptel.ac.in/courses/105105105
Engineering Geology,Civil Engineering,https://nptel.ac.in/courses/105105106
Introduction To Transportation Engineering,Civil Engineering,https://nptel.ac.in/courses/105105107
Strength Of Materials,Civil Engineering,https://nptel.ac.in/courses/105105108
Structural Analysis II,Civil Engineering,https://nptel.ac.in/courses/105105109
Water Resources Engineering,Civil Engineering,https://nptel.ac.in/courses/105105110
Probability Methods In Civil Engineering,Civil Engineering,https://nptel.ac.in/courses/105105138
NOC:Probability Methods In Civil Engineering,Civil Engineering,https://nptel.ac.in/courses/105105150
NOC:Visual Semiotics For Visual Communication,Civil Engineering,https://nptel.ac.in/courses/105105156
NOC:Sustainable Engineering Concepts And Life Cycle Analysis,Civil Engineering,https://nptel.ac.in/courses/105105157
NOC:Integrated Waste Management For A Smart City,Civil Engineering,https://nptel.ac.in/courses/105105160
NOC:Computational Hydraulics,Civil Engineering,https://nptel.ac.in/courses/105105161
NOC:Design Of Steel Structures,Civil Engineering,https://nptel.ac.in/courses/105105162
NOC:Reinforced Concrete Road Bridges,Civil Engineering,https://nptel.ac.in/courses/105105165
NOC:Soil Mechanics/Geotechnical Engineering I,Civil Engineering,https://nptel.ac.in/courses/105105168
NOC:Electronic Waste Management - Issues And Challenges,Civil Engineering,https://nptel.ac.in/courses/105105169
"NOC:Mineral Resources: Geology, Exploration, Economics And Environment",Civil Engineering,https://nptel.ac.in/courses/105105170
NOC:Introduction To Mineral Processing,Civil Engineering,https://nptel.ac.in/courses/105105171
NOC:Foundation Engineering,Civil Engineering,https://nptel.ac.in/courses/105105176
NOC:Theory Of Elasticity,Civil Engineering,https://nptel.ac.in/courses/105105177
NOC:Wastewater Treatment And Recycling,Civil Engineering,https://nptel.ac.in/courses/105105178
"NOC:Fluid Inclusion In Mineral Principles, Methodology, Practice And Application",Civil Engineering,https://nptel.ac.in/courses/105105179
NOC:Matrix Method Of Structural Analysis,Civil Engineering,https://nptel.ac.in/courses/105105180
NOC:Geo Spatial Analysis In Urban Planning,Civil Engineering,https://nptel.ac.in/courses/105105202
NOC:Introduction To Multimodal Urban Transportation Systems (MUTS),Civil Engineering,https://nptel.ac.in/courses/105105204
NOC:Structural Reliability,Civil Engineering,https://nptel.ac.in/courses/105105209
NOC:Ground Improvement,Civil Engineering,https://nptel.ac.in/courses/105105210
NOC:Remote Sensing Of Leaf Area Index And Primary Productivity,Civil Engineering,https://nptel.ac.in/courses/105105211
NOC:Rock Mechanics And Tunneling,Civil Engineering,https://nptel.ac.in/courses/105105212
NOC:Bridge Engineering,Civil Engineering,https://nptel.ac.in/courses/105105216
NOC:Elastic Stability Of Structures,Civil Engineering,https://nptel.ac.in/courses/105105217
NOC:Radiogenic Isotope Geology,Civil Engineering,https://nptel.ac.in/courses/105105218
NOC:Availability And Management Of Groundwater Resources,Civil Engineering,https://nptel.ac.in/courses/105105219
NOC:Geotechnical Earthquake Engineering,Civil Engineering,https://nptel.ac.in/courses/105105224
NOC:Earthquake Seismology,Civil Engineering,https://nptel.ac.in/courses/105105225
NOC:Engineering Geology,Civil Engineering,https://nptel.ac.in/courses/105105226
Advanced Solid Mechanics,Civil Engineering,https://nptel.ac.in/courses/105106049
Advanced Structural Analysis,Civil Engineering,https://nptel.ac.in/courses/105106050
Finite Element Analysis,Civil Engineering,https://nptel.ac.in/courses/105106051
Rock Engineering,Civil Engineering,https://nptel.ac.in/courses/105106055
Solid & Hazardous Waste Management,Civil Engineering,https://nptel.ac.in/courses/105106056
Urban Transportation Planning,Civil Engineering,https://nptel.ac.in/courses/105106058
Design Of Steel Structures I,Civil Engineering,https://nptel.ac.in/courses/105106112
Design Of Steel Structures II,Civil Engineering,https://nptel.ac.in/courses/105106113
Hydraulics,Civil Engineering,https://nptel.ac.in/courses/105106114
Infrastructure Planning And Management,Civil Engineering,https://nptel.ac.in/courses/105106115
Mechanics Of Solids,Civil Engineering,https://nptel.ac.in/courses/105106116
Pre-Stressed Concrete Structures,Civil Engineering,https://nptel.ac.in/courses/105106117
Pre-Stressed Concrete Structures,Civil Engineering,https://nptel.ac.in/courses/105106118
Water And Waste Water Engineering,Civil Engineering,https://nptel.ac.in/courses/105106119
Concepts In Geotechnical And Foundation Engineering,Civil Engineering,https://nptel.ac.in/courses/105106142
Advanced Techniques In Geotechnical And Foundation Engineering,Civil Engineering,https://nptel.ac.in/courses/105106144
NOC:Sustainable River Basin Management,Civil Engineering,https://nptel.ac.in/courses/105106145
NOC:Project Planning & Control(Course Sponsored By Aricent),Civil Engineering,https://nptel.ac.in/courses/105106149
NOC:Mechanics Of Materials,Civil Engineering,https://nptel.ac.in/courses/105106172
NOC:Advanced Concrete Technology,Civil Engineering,https://nptel.ac.in/courses/105106176
NOC:Glass In Buildings: Design And Application,Civil Engineering,https://nptel.ac.in/courses/105106177
NOC:Glass Processing Technology,Civil Engineering,https://nptel.ac.in/courses/105106178
NOC:Advanced Topics In The Science And Technology Of Concrete,Civil Engineering,https://nptel.ac.in/courses/105106187
NOC:Infrastructure Planning And Managements,Civil Engineering,https://nptel.ac.in/courses/105106188
NOC:Design Of Masonry Structures,Civil Engineering,https://nptel.ac.in/courses/105106197
NOC:Characterization Of Construction Materials,Civil Engineering,https://nptel.ac.in/courses/105106200
NOC:Design Of Connections In Steel Structures,Civil Engineering,https://nptel.ac.in/courses/105106216
NOC:FEM & Constitutive Modelling In Geomechanics,Civil Engineering,https://nptel.ac.in/courses/105106222
NOC:Advanced Reinforced Concrete Design,Civil Engineering,https://nptel.ac.in/courses/105106224
NOC:Admixtures And Special Concretes,Civil Engineering,https://nptel.ac.in/courses/105106225
Advanced Hydraulics,Civil Engineering,https://nptel.ac.in/courses/105107059
Global Positioning System,Civil Engineering,https://nptel.ac.in/courses/105107062
Soil Dynamics,Civil Engineering,https://nptel.ac.in/courses/105107066
Urban Transportation Planning,Civil Engineering,https://nptel.ac.in/courses/105107067
Foundation Engineering,Civil Engineering,https://nptel.ac.in/courses/105107120
Modern Surveying Techniques,Civil Engineering,https://nptel.ac.in/courses/105107121
Surveying,Civil Engineering,https://nptel.ac.in/courses/105107122
Transportation Engineering II,Civil Engineering,https://nptel.ac.in/courses/105107123
Hydrological Measurements And Analysis Of Data,Civil Engineering,https://nptel.ac.in/courses/105107129
NOC:Introduction To Geographic Information Systems,Civil Engineering,https://nptel.ac.in/courses/105107155
NOC:Principles And Applications Of Building Science,Civil Engineering,https://nptel.ac.in/courses/105107156
NOC:GPS SURVEYING,Civil Engineering,https://nptel.ac.in/courses/105107157
NOC:Digital Land Surveying And Mapping(DLS&M),Civil Engineering,https://nptel.ac.in/courses/105107158
NOC:Digital Image Processing Of Remote Sensing Data,Civil Engineering,https://nptel.ac.in/courses/105107160
NOC:Digital Elevation Models And Applications,Civil Engineering,https://nptel.ac.in/courses/105107174
NOC:Environmental Chemistry,Civil Engineering,https://nptel.ac.in/courses/105107176
NOC:Global Navigation Satellite Systems And Applications,Civil Engineering,https://nptel.ac.in/courses/105107194
NOC:Finite Element Method And Computational Structural Dynamics,Civil Engineering,https://nptel.ac.in/courses/105107209
NOC:Sustainable Transportation Systems,Civil Engineering,https://nptel.ac.in/courses/105107210
NOC:Underground Space Technology,Civil Engineering,https://nptel.ac.in/courses/105107216
NOC:Environmental Modeling And Simulation,Civil Engineering,https://nptel.ac.in/courses/105107217
NOC:Advanced Geomatics Engineering,Civil Engineering,https://nptel.ac.in/courses/105107218
NOC:Pavement Materials (Under Pavement Engineering),Civil Engineering,https://nptel.ac.in/courses/105107219
NOC:Geometric Design Of Highways,Civil Engineering,https://nptel.ac.in/courses/105107220
NOC:Plate Tectonics,Civil Engineering,https://nptel.ac.in/courses/105107224
NOC:Earthquake Geotechnical Engineering,Civil Engineering,https://nptel.ac.in/courses/105107225
Advanced Foundation Engineering,Civil Engineering,https://nptel.ac.in/courses/105108069
Applied Elasticity For Engineers,Civil Engineering,https://nptel.ac.in/courses/105108070
Continuum Damage Mechanics,Civil Engineering,https://nptel.ac.in/courses/105108072
Geo-Informatics In Transportation Engineering,Civil Engineering,https://nptel.ac.in/courses/105108073
Geotechnical Earthquake Engineering,Civil Engineering,https://nptel.ac.in/courses/105108074
Ground Improvement Techniques,Civil Engineering,https://nptel.ac.in/courses/105108075
Introduction To Engineering Seismology,Civil Engineering,https://nptel.ac.in/courses/105108076
Remote Sensing,Civil Engineering,https://nptel.ac.in/courses/105108077
Site Characterisation & Instrumentation,Civil Engineering,https://nptel.ac.in/courses/105108078
Stochastic Hydrology,Civil Engineering,https://nptel.ac.in/courses/105108079
Stochastic Structural Dynamics,Civil Engineering,https://nptel.ac.in/courses/105108080
Water Resources Systems Planning And Management,Civil Engineering,https://nptel.ac.in/courses/105108081
Composite Materials,Civil Engineering,https://nptel.ac.in/courses/105108124
Computational Hydraulics,Civil Engineering,https://nptel.ac.in/courses/105108125
Optimization Methods,Civil Engineering,https://nptel.ac.in/courses/105108127
Reliability Engineering,Civil Engineering,https://nptel.ac.in/courses/105108128
Water Resources Systems : Modeling Techniques And Analysis,Civil Engineering,https://nptel.ac.in/courses/105108130
Finite Element Method For Vibration And Stability Analyses,Civil Engineering,https://nptel.ac.in/courses/105108141
NOC:Introduction To Engineering Seismology,Civil Engineering,https://nptel.ac.in/courses/105108204
Games And Information,Computer Science And Engineering,https://nptel.ac.in/courses/106101360
NOC:An Introduction To Artificial Intelligence,Computer Science And Engineering,https://nptel.ac.in/courses/106102220
NOC:Advanced Computer Architecture,Computer Science And Engineering,https://nptel.ac.in/courses/106102229
NOC:User-Centric Computing For Human-Computer Interaction,Computer Science And Engineering,https://nptel.ac.in/courses/106103220
Digital Design With Verilog,Computer Science And Engineering,https://nptel.ac.in/courses/106103358
Parallel Computer Architecture,Computer Science And Engineering,https://nptel.ac.in/courses/106103359
NOC:Introduction To Programming In C,Computer Science And Engineering,https://nptel.ac.in/courses/106104128
NOC:Cloud Computing And Distributed Systems,Computer Science And Engineering,https://nptel.ac.in/courses/106104182
NOC:Probability For Computer Science,Computer Science And Engineering,https://nptel.ac.in/courses/106104233
NOC:Circuit Complexity Theory,Computer Science And Engineering,https://nptel.ac.in/courses/106104241
NOC:Foundation Of Cloud IoT Edge ML,Computer Science And Engineering,https://nptel.ac.in/courses/106104242
Linear Programming And Its Applications To Computer Science,Computer Science And Engineering,https://nptel.ac.in/courses/106104356
Basics Of Computational Complexity,Computer Science And Engineering,https://nptel.ac.in/courses/106104357
Edge Computing,Computer Science And Engineering,https://nptel.ac.in/courses/106104449
NOC:Software Testing,Computer Science And Engineering,https://nptel.ac.in/courses/106105150
Fundamental Algorithms:Design And Analysis,Computer Science And Engineering,https://nptel.ac.in/courses/106105157
NOC:Natural Language Processing,Computer Science And Engineering,https://nptel.ac.in/courses/106105158
NOC:Embedded Systems Design,Computer Science And Engineering,https://nptel.ac.in/courses/106105159
NOC:Introduction To Internet Of Things,Computer Science And Engineering,https://nptel.ac.in/courses/106105166
NOC:Cloud Computing,Computer Science And Engineering,https://nptel.ac.in/courses/106105167
NOC:Problem Solving Through Programming In C,Computer Science And Engineering,https://nptel.ac.in/courses/106105171
NOC:Introduction To Soft Computing,Computer Science And Engineering,https://nptel.ac.in/courses/106105173
NOC:Data Mining,Computer Science And Engineering,https://nptel.ac.in/courses/106105174
NOC:Data Base Management System,Computer Science And Engineering,https://nptel.ac.in/courses/106105175
NOC:Computer Networks And Internet Protocol,Computer Science And Engineering,https://nptel.ac.in/courses/106105183
NOC:Switching Circuits And Logic Design,Computer Science And Engineering,https://nptel.ac.in/courses/106105185
NOC:Compiler Design,Computer Science And Engineering,https://nptel.ac.in/courses/106105190
NOC:Programming In Java,Computer Science And Engineering,https://nptel.ac.in/courses/106105191
NOC:Embedded System Design With ARM,Computer Science And Engineering,https://nptel.ac.in/courses/106105193
NOC:Introduction To Industry 4.0 And Industrial Internet Of Things,Computer Science And Engineering,https://nptel.ac.in/courses/106105195
"NOC:Introduction To Automata, Languages And Computation",Computer Science And Engineering,https://nptel.ac.in/courses/106105196
NOC:Deep Learning,Computer Science And Engineering,https://nptel.ac.in/courses/106105215
NOC:GPU Architectures And Programming,Computer Science And Engineering,https://nptel.ac.in/courses/106105220
"NOC:Object Oriented System Development Using UML, Java And Patterns",Computer Science And Engineering,https://nptel.ac.in/courses/106105224
NOC:Programming In Modern C++,Computer Science And Engineering,https://nptel.ac.in/courses/106105234
NOC:Blockchain And Its Applications,Computer Science And Engineering,https://nptel.ac.in/courses/106105235
NOC:Foundations Of Cyber Physical Systems,Computer Science And Engineering,https://nptel.ac.in/courses/106105241
NOC:Selected Topics In Algorithms,Computer Science And Engineering,https://nptel.ac.in/courses/106105242
NOC:Design And Analysis Of Algorithms,Computer Science And Engineering,https://nptel.ac.in/courses/106106131
NOC:Introduction To Machine Learning,Computer Science And Engineering,https://nptel.ac.in/courses/106106139
NOC:Artificial Intelligence: Knowledge Representation And Reasoning,Computer Science And Engineering,https://nptel.ac.in/courses/106106140
NOC:Reinforcement Learning,Computer Science And Engineering,https://nptel.ac.in/courses/106106143
"NOC:Programming, Data Structures And Algorithms Using Python",Computer Science And Engineering,https://nptel.ac.in/courses/106106145
NOC:Privacy And Security In Online Social Media,Computer Science And Engineering,https://nptel.ac.in/courses/106106146
NOC:AI:Constraint Satisfaction,Computer Science And Engineering,https://nptel.ac.in/courses/106106158
NOC:Social Networks,Computer Science And Engineering,https://nptel.ac.in/courses/106106169
NOC:Data Science For Engineers,Computer Science And Engineering,https://nptel.ac.in/courses/106106179
NOC:The Joy Of Computing Using Python,Computer Science And Engineering,https://nptel.ac.in/courses/106106182
NOC:Discrete Mathematics,Computer Science And Engineering,https://nptel.ac.in/courses/106106183
Deep Learning,Computer Science And Engineering,https://nptel.ac.in/courses/106106184
NOC:Machine Learning For Engineering And Science Applications,Computer Science And Engineering,https://nptel.ac.in/courses/106106198
NOC:Information Security - 5 - Secure Systems Engineering,Computer Science And Engineering,https://nptel.ac.in/courses/106106199
"NOC:Machine Learning,ML",Computer Science And Engineering,https://nptel.ac.in/courses/106106202
NOC:Python For Data Science,Computer Science And Engineering,https://nptel.ac.in/courses/106106212
NOC:Introduction To Database Systems,Computer Science And Engineering,https://nptel.ac.in/courses/106106220
NOC:Foundations Of Cryptography,Computer Science And Engineering,https://nptel.ac.in/courses/106106221
NOC:Getting Started With Competitive Programming,Computer Science And Engineering,https://nptel.ac.in/courses/106106231
NOC:Systems And Usable Security,Computer Science And Engineering,https://nptel.ac.in/courses/106106234
NOC:Introduction To Machine Learning (Tamil),Computer Science And Engineering,https://nptel.ac.in/courses/106106236
NOC:Theory Of Computation,Computer Science And Engineering,https://nptel.ac.in/courses/106106242
NOC:Advanced Computer Networks,Computer Science And Engineering,https://nptel.ac.in/courses/106106243
NOC:Affective Computing,Computer Science And Engineering,https://nptel.ac.in/courses/106106244
NOC:Optimisation For Machine Learning: Theory And Implementation (Hindi),Computer Science And Engineering,https://nptel.ac.in/courses/106106245
Business Intelligence & Analytics,Computer Science And Engineering,https://nptel.ac.in/courses/106106361
NOC:Data Analytics With Python,Computer Science And Engineering,https://nptel.ac.in/courses/106107220
NOC:Secure Computation: Part I,Computer Science And Engineering,https://nptel.ac.in/courses/106108229
NOC:Modern Application Development,Computer Science And Engineering,https://nptel.ac.in/courses/106106222
NOC:Deep Learning For Computer Vision,Computer Science And Engineering,https://nptel.ac.in/courses/106106224
NOC:Artificial Intelligence Search Methods For Problem Solving,Computer Science And Engineering,https://nptel.ac.in/courses/106106226
NOC:Computational Complexity,Computer Science And Engineering,https://nptel.ac.in/courses/106106229
NOC:Parameterized Algorithms,Computer Science And Engineering,https://nptel.ac.in/courses/106106230
NOC:Introduction To Quantum Computing: Quantum Algorithms And Qiskit,Computer Science And Engineering,https://nptel.ac.in/courses/106106232
NOC:Online Privacy,Computer Science And Engineering,https://nptel.ac.in/courses/106106235
Compiler Design,Computer Science And Engineering,https://nptel.ac.in/courses/106106237
NOC:Applied Accelerated Artificial Intelligence,Computer Science And Engineering,https://nptel.ac.in/courses/106106238
NOC:Social Network Analysis,Computer Science And Engineering,https://nptel.ac.in/courses/106106239
NOC:Quantum Algorithms And Cryptography,Computer Science And Engineering,https://nptel.ac.in/courses/106106241
"ACM India – RBCDSAI Summer School On DS/AI/ML (For Women Only) Hosted By PSG College Of Technology, Coimbatore",Computer Science And Engineering,https://nptel.ac.in/courses/106106246
NOC:Machine Learning (Ml) In Hindi,Computer Science And Engineering,https://nptel.ac.in/courses/106106247
NOC:Cyber Security And Privacy,Computer Science And Engineering,https://nptel.ac.in/courses/106106248
NOC:Introduction To Cryptology,Computer Science And Engineering,https://nptel.ac.in/courses/106107155
Combinatorics,Computer Science And Engineering,https://nptel.ac.in/courses/106108051
Compiler Design,Computer Science And Engineering,https://nptel.ac.in/courses/106108052
Graph Theory,Computer Science And Engineering,https://nptel.ac.in/courses/106108054
High Performance Computing,Computer Science And Engineering,https://nptel.ac.in/courses/106108055
Numerical Optimization,Computer Science And Engineering,https://nptel.ac.in/courses/106108056
Pattern Recognition,Computer Science And Engineering,https://nptel.ac.in/courses/106108057
Storage Systems,Computer Science And Engineering,https://nptel.ac.in/courses/106108058
Data Communications,Computer Science And Engineering,https://nptel.ac.in/courses/106108098
Digital Systems,Computer Science And Engineering,https://nptel.ac.in/courses/106108099
Microprocessors And Microcontrollers,Computer Science And Engineering,https://nptel.ac.in/courses/106108100
Operating Systems,Computer Science And Engineering,https://nptel.ac.in/courses/106108101
System Analysis And Design,Computer Science And Engineering,https://nptel.ac.in/courses/106108102
System Analysis And Design,Computer Science And Engineering,https://nptel.ac.in/courses/106108103
Principles Of Compiler Design,Computer Science And Engineering,https://nptel.ac.in/courses/106108113
NOC:Discrete Mathematics _ IIITB,Computer Science And Engineering,https://nptel.ac.in/courses/106108227
NOC:Secure Computation: Part II,Computer Science And Engineering,https://nptel.ac.in/courses/106108237
NOC:Bandit Algorithm (Online Machine Learning),Computer Science And Engineering,https://nptel.ac.in/courses/110101145
Natural Language Processing,Computer Science And Engineering,https://nptel.ac.in/courses/106101007
Design And Analysis Of Algorithms,Computer Science And Engineering,https://nptel.ac.in/courses/106101059
Design And Analysis Of Algorithms,Computer Science And Engineering,https://nptel.ac.in/courses/106101060
Software Engineering,Computer Science And Engineering,https://nptel.ac.in/courses/106101061
NOC:Software Testing,Computer Science And Engineering,https://nptel.ac.in/courses/106101163
NOC:Design And Pedagogy Of The Introductory Programming Course,Computer Science And Engineering,https://nptel.ac.in/courses/106101182
NOC:An Introduction To Programming Through C++,Computer Science And Engineering,https://nptel.ac.in/courses/106101208
NOC:Demystifying Networking,Computer Science And Engineering,https://nptel.ac.in/courses/106101209
NOC:Design And Engineering Of Computer Systems,Computer Science And Engineering,https://nptel.ac.in/courses/106101234
NOC:Software Conceptual Design,Computer Science And Engineering,https://nptel.ac.in/courses/106101235
NOC:Introduction To Game Theory And Mechanism Design,Computer Science And Engineering,https://nptel.ac.in/courses/106101237
NOC:Introduction To Computer And Network Performance Analysis Using Queuing Systems,Computer Science And Engineering,https://nptel.ac.in/courses/106101238
Computational Geometry,Computer Science And Engineering,https://nptel.ac.in/courses/106102011
Logic For CS,Computer Science And Engineering,https://nptel.ac.in/courses/106102013
Computer Architecture,Computer Science And Engineering,https://nptel.ac.in/courses/106102062
Computer Graphics,Computer Science And Engineering,https://nptel.ac.in/courses/106102063
Data Structures And Algorithms,Computer Science And Engineering,https://nptel.ac.in/courses/106102064
Introduction To Computer Graphics,Computer Science And Engineering,https://nptel.ac.in/courses/106102065
Introduction To Problem Solving And Programming,Computer Science And Engineering,https://nptel.ac.in/courses/106102066
Principles Of Programming Languages,Computer Science And Engineering,https://nptel.ac.in/courses/106102067
Parallel Computing,Computer Science And Engineering,https://nptel.ac.in/courses/106102114
Operating Systems,Computer Science And Engineering,https://nptel.ac.in/courses/106102132
NOC:Computer Architecture,Computer Science And Engineering,https://nptel.ac.in/courses/106102157
NOC:Introduction To Parallel Programming In OpenMP,Computer Science And Engineering,https://nptel.ac.in/courses/106102163
NOC:Synthesis Of Digital Systems,Computer Science And Engineering,https://nptel.ac.in/courses/106102181
NOC:Advanced Distributed Systems,Computer Science And Engineering,https://nptel.ac.in/courses/106102237
Computational Number Theory & Cryptography,Computer Science And Engineering,https://nptel.ac.in/courses/106103015
VLSI Design Verification And Test,Computer Science And Engineering,https://nptel.ac.in/courses/106103016
Computer Organization And Architecture,Computer Science And Engineering,https://nptel.ac.in/courses/106103068
Data Structures And Program Methodology,Computer Science And Engineering,https://nptel.ac.in/courses/106103069
Theory Of Automata And Formal Languages,Computer Science And Engineering,https://nptel.ac.in/courses/106103070
Human-Computer Interaction,Computer Science And Engineering,https://nptel.ac.in/courses/106103115
Design Verification And Test Of Digital VLSI Circuits,Computer Science And Engineering,https://nptel.ac.in/courses/106103116
NOC:Computer Organization And Architecture A Pedagogical Aspect,Computer Science And Engineering,https://nptel.ac.in/courses/106103180
NOC:Embedded Systems-Design Verification And Test,Computer Science And Engineering,https://nptel.ac.in/courses/106103182
NOC:Multi-Core Computer Architecture-Storage And Interconnects,Computer Science And Engineering,https://nptel.ac.in/courses/106103183
NOC:Multi-Core Computer Architecture,Computer Science And Engineering,https://nptel.ac.in/courses/106103184
NOC:Randomized Algorithms,Computer Science And Engineering,https://nptel.ac.in/courses/106103187
NOC:Parallel Algorithms,Computer Science And Engineering,https://nptel.ac.in/courses/106103188
NOC:Discrete Mathematics,Computer Science And Engineering,https://nptel.ac.in/courses/106103205
NOC:Advanced Computer Architecture,Computer Science And Engineering,https://nptel.ac.in/courses/106103206
NOC:Computer Graphics,Computer Science And Engineering,https://nptel.ac.in/courses/106103224
NOC:C-Based VLSI Design,Computer Science And Engineering,https://nptel.ac.in/courses/106103229
NOC:Design & Implementation Of Human-Computer Interfaces,Computer Science And Engineering,https://nptel.ac.in/courses/106103237
Computer Algorithms - 2,Computer Science And Engineering,https://nptel.ac.in/courses/106104019
Indexing And Searching Techniques In Databases,Computer Science And Engineering,https://nptel.ac.in/courses/106104021
Parallel Computer Architecture,Computer Science And Engineering,https://nptel.ac.in/courses/106104024
Program Optimization For Multi-Core Architectures,Computer Science And Engineering,https://nptel.ac.in/courses/106104025
Theory Of Computation,Computer Science And Engineering,https://nptel.ac.in/courses/106104028
Compiler Design,Computer Science And Engineering,https://nptel.ac.in/courses/106104072
Computer Organisation And Architecture,Computer Science And Engineering,https://nptel.ac.in/courses/106104073
Introduction To Problem Solving And Programming,Computer Science And Engineering,https://nptel.ac.in/courses/106104074
Riemann Hypothesis And Its Applications,Computer Science And Engineering,https://nptel.ac.in/courses/106104118
Biometrics,Computer Science And Engineering,https://nptel.ac.in/courses/106104119
Parallel Algorithm,Computer Science And Engineering,https://nptel.ac.in/courses/106104120
Computer Architecture,Computer Science And Engineering,https://nptel.ac.in/courses/106104122
Compiler Design,Computer Science And Engineering,https://nptel.ac.in/courses/106104123
NOC:Fundamentals Of Database Systems(Course Sponsored By Aricent),Computer Science And Engineering,https://nptel.ac.in/courses/106104135
NOC:Theory Of Computation,Computer Science And Engineering,https://nptel.ac.in/courses/106104148
NOC:Modern Algebra,Computer Science And Engineering,https://nptel.ac.in/courses/106104149
